5.460000000000000000e+02;5.740000000000000000e+02;3.200000000000000000e+01
5.490000000000000000e+02;5.740000000000000000e+02;3.100000000000000000e+01
5.490000000000000000e+02;5.740000000000000000e+02;2.800000000000000000e+01
5.490000000000000000e+02;5.740000000000000000e+02;2.500000000000000000e+01
6.640000000000000000e+02;5.740000000000000000e+02;2.100000000000000000e+01
4.520000000000000000e+02;5.740000000000000000e+02;2.051000000000000156e+01
7.970000000000000000e+02;5.720000000000000000e+02;1.400000000000000000e+02
7.970000000000000000e+02;5.720000000000000000e+02;1.300000000000000000e+02
7.970000000000000000e+02;5.720000000000000000e+02;1.100000000000000000e+02
6.100000000000000000e+02;5.720000000000000000e+02;7.800000000000000000e+01
6.100000000000000000e+02;5.720000000000000000e+02;7.550000000000000000e+01
6.100000000000000000e+02;5.720000000000000000e+02;7.200000000000000000e+01
1.290000000000000000e+02;5.720000000000000000e+02;7.000000000000000000e+01
6.100000000000000000e+02;5.720000000000000000e+02;6.010000000000000142e+01
5.200000000000000000e+01;5.710000000000000000e+02;1.500000000000000000e+02
5.200000000000000000e+01;5.710000000000000000e+02;1.400000000000000000e+02
4.660000000000000000e+02;5.710000000000000000e+02;1.350000000000000000e+02
4.660000000000000000e+02;5.710000000000000000e+02;1.300000000000000000e+02
4.660000000000000000e+02;5.710000000000000000e+02;1.225000000000000000e+02
5.200000000000000000e+01;5.710000000000000000e+02;1.200000000000000000e+02
4.660000000000000000e+02;5.710000000000000000e+02;1.200000000000000000e+02
4.660000000000000000e+02;5.710000000000000000e+02;1.100000000000000000e+02
4.660000000000000000e+02;5.710000000000000000e+02;1.050000000000000000e+02
4.660000000000000000e+02;5.710000000000000000e+02;1.000000000000000000e+02
5.200000000000000000e+01;5.710000000000000000e+02;1.000000000000000000e+02
4.660000000000000000e+02;5.710000000000000000e+02;8.500000000000000000e+01
4.660000000000000000e+02;5.710000000000000000e+02;7.500000000000000000e+01
4.660000000000000000e+02;5.710000000000000000e+02;6.000000000000000000e+01
